name,municipality,iata_code,type
Sechelt-Gibsons Airport,Sechelt,YHS,small_airport
Kitkatla Seaplane Base,Kitkatla,YKK,seaplane_base
Queen Charlotte City Seaplane Base,,ZQS,seaplane_base
Powell Lake Seaplane Base,Powell River,WPL,seaplane_base
Qualicum Beach Airport,Qualicum Beach,XQU,medium_airport
Port McNeill Airport,Port McNeill,YMP,small_airport
Rivers Inlet Seaplane Base,Rivers Inlet,YRN,seaplane_base
Sullivan Bay Seaplane Base,Sullivan Bay,YTG,seaplane_base
Mansons Landing Seaplane Base,,YMU,seaplane_base
Mayne Island Seaplane Base,Miners Bay,YAV,seaplane_base
Bella Bella/Shearwater Seaplane Base,Bella Bella,YSX,seaplane_base
Ganges Seaplane Base,Salt Spring Island,YGG,seaplane_base
Hartley Bay Seaplane Base,Hartley Bay,YTB,seaplane_base
Cache Creek-Ashcroft Regional Airport,Cache Creek,YZA,medium_airport
Bella Bella (Campbell Island) Airport,Bella Bella,ZEL,medium_airport
Cherrabun Airport,,CBC,small_airport
Alberni Valley Regional Airport,Port Alberni,YPB,small_airport
Bob Quinn Lake Airport,Bob Quinn Lake,YBO,small_airport
Tungsten (Cantung) Airport,Tungsten,TNS,small_airport
Tumbler Ridge Airport,Tumbler Ridge,TUX,small_airport
Williams Harbour Airport,Williams Harbour,YWM,small_airport
Postville Airport,Postville,YSO,small_airport
Black Tickle Airport,Black Tickle,YBI,small_airport
Charlottetown Airport,Charlottetown,YHG,small_airport
St. Lewis (Fox Harbour) Airport,St. Lewis,YFX,small_airport
Port Hope Simpson Airport,Port Hope Simpson,YHA,small_airport
Rigolet Airport,Rigolet,YRG,small_airport
Kasongo-Lunda Airport,Kasongo-Lunda,KGN,small_airport
Pweto Airport (New),Pweto,PWO,small_airport
George T Lewis Airport,Cedar Key,CDK,small_airport
Diavik Airport,Diavik,DVK,small_airport
Doris Lake,Hope Bay,JOJ,small_airport
Fairview Airport,Fairview,ZFW,small_airport
Jasper-Hinton Airport,Hinton,YJP,small_airport
Whatì Airport,Whatì,YLE,small_airport
Drayton Valley Industrial Airport,Drayton Valley,YDC,small_airport
Fort McMurray / Mildred Lake Airport,Fort McMurray,NML,small_airport
Conklin (Leismer) Airport,Conklin,CFM,small_airport
Kavadja Airport,Kavadja,KWD,small_airport
Taltheilei Narrows Airport,Taltheilei Narrows,GSL,small_airport
Macmillan Pass Airport,Macmillan Pass,XMP,small_airport
Great Bear Lake Airport,Great Bear Lake,DAS,small_airport
Fort Mackay / Firebag,Suncor Energy Site,YFI,small_airport
Wekweètì Airport,Wekweètì,YFJ,small_airport
Donnelly Airport,Donnelly,YOE,small_airport
Cheadle Airport,Cheadle,TIL,small_airport
Okoyo Airport,Okoyo,OKG,small_airport
Craig Seaplane Base,Craig,CGA,seaplane_base
Cape Gloucester Airport,Cape Gloucester,CGC,small_airport
Casiguran Airport,Casiguran,CGG,small_airport
Gahcho Kue,,GHK,small_airport
Circle Hot Springs Airport,Circle Hot Springs,CHP,small_airport
Chomley Seaplane Base,Chomley,CIV,seaplane_base
Laurie River Airport,Laurie River,LRQ,small_airport
Hatchet Lake Airport,Hatchet Lake,YDJ,small_airport
Kasba Lake Airport,Kasba Lake,YDU,small_airport
Fort Reliance Seaplane Base,Fort Reliance,YFL,seaplane_base
Cluff Lake Airport,Cluff Lake,XCL,small_airport
Knee Lake Airport,Knee Lake,YKE,small_airport
Summer Beaver Airport,Summer Beaver,SUR,small_airport
Crooked Creek Airport,Crooked Creek,CKD,small_airport
Tisdale Airport,Tisdale,YTT,small_airport
Wapekeka Airport,Angling Lake,YAX,small_airport
Wunnumin Lake Airport,Wunnumin Lake,WNN,small_airport
Opapimiskan Lake Airport,Opapimiskan Lake,YBS,small_airport
North Spirit Lake Airport,North Spirit Lake,YNO,small_airport
Crane Island Airstrip,Crane Island,CKR,small_airport
Cordova Municipal Airport,Cordova,CKU,small_airport
North of Sixty Airport,Obre Lake,YDW,small_airport
Chicken Airport,Chicken,CKX,small_airport
Nuevo Chaitén Airport,Chaitén,WCH,medium_airport
New Cametá Airport,Cametá,CMT,small_airport
Caia Airport,Caia,CMZ,small_airport
Tangshan Sannühe Airport,Tangshan (Fengrun),TVS,small_airport
Yuanmou Air Base,Chuxiong (Yuanmou),YUA,medium_airport
Zhangjiakou Ningyuan Airport,Zhangjiakou,ZQZ,medium_airport
Baoshan Yunrui Airport,Baoshan (Longyang),BSD,medium_airport
Dazu Air Base,Dazu,DZU,small_airport
Lincang Boshang Airport,Lincang,LNJ,medium_airport
Xigaze Peace Airport / Shigatse Air Base,Xigazê (Samzhubzê),RKZ,medium_airport
Panzhihua Bao'anying Airport,Panzhihua (Renhe),PZI,medium_airport
Zigong Fengming Airport,Zigong (Gongjing),ZKL,small_airport
Foshan Shadi Airport,Foshan (Nanhai),FUO,medium_airport
Bazhong Enyang Airport,Bazhong (Enyang),BZX,small_airport
Xinyang Minggang Airport,Xinyang,XAI,medium_airport
Huizhou Pingtan Airport,Huizhou (Pingtan),HUZ,medium_airport
Shangluo Airport,Shangluo (Danfeng),DFA,small_airport
Shaoguan Danxia Airport,Shaoguan,HSC,medium_airport
Jinggangshan Airport,Ji'an,JGS,medium_airport
Baise (Bose) Bama Airport,Baise (Tianyang),AEB,medium_airport
Lianyungang Huaguoshan International Airport,Lianyungang,LYG,medium_airport
Dongying Shengli Airport,Dongying (Kenli),DOY,medium_airport
Xingcheng Air Base,Huludao (Xingcheng),XEN,medium_airport
Altay Xuedu Airport,Altay,AAT,medium_airport
Tianshui Maijishan Airport,Tianshui (Maiji),THQ,medium_airport
Zhangye Ganzhou Airport,Zhangye (Ganzhou),YZY,small_airport
Morin Dawa Banner Airport,Hulunbuir,DWS,small_airport
Shijiazhuang Luancheng Airport,Shijiazhuang,LCT,small_airport
Wuhan Hannan Municipal Airport,Wuhan (Hannan),WHN,medium_airport
Beijing Nanjiao Airport,Beijing,NAY,medium_airport
Dandong Langtou Airport,Dandong (Zhenxing),DDG,medium_airport
Harbin Pingfang Airport,Harbin,PFA,small_airport
Penglai Shahekou Airport,Yantai,PNJ,small_airport
Binzhou Daguo Airport,Binzhou,CBZ,small_airport
Rikaze Dingri Airport,Xigazê (Dingri),DDR,medium_airport
Tashikuergan Hongqilafu Airport,Tashikuergan,HQL,medium_airport
Jiande Qiandaohu General Airport,Hangzhou,JDE,small_airport
Zhaodong Beidahuang General Airport,Suihua,HLJ,small_airport
Taiyuan Yaocheng Airport,Taiyuan,TYC,small_airport
Orku Baikouquan Airport (under construction),Urhu,WRH,small_airport
Ruijin Airport,Ruijin,JRJ,small_airport
Zhanjiang Wuchuan Airport,Zhanjiang,ZHA,medium_airport
Ali Pulan Airport,Burang Town,APJ,medium_airport
Zhaosu Tianma Airport,Zhaosu,ZFL,small_airport
Yinchuan Yueyahu Airport,Yinchuan,YEH,small_airport
Longchuan Guangsong Airport,Dehong (Longchuan),LCS,small_airport
Lanping Fenghua General Airport,Lanping Bai,LFH,small_airport
Zhongshan Ferry Port,Zhongshan,ZGN,seaplane_base
Bozhou Airport (under construction),Bozhou,BZJ,small_airport
Bailing Airport,Bailingmiao,BKV,small_airport
Hejing Bayinbuluke Airport,Hejing,HJB,small_airport
Otog Front Banner Oljoq Airport,Otog Front Banner,OTQ,small_airport
Qitai Jiangbulake Airport,Qitai,JBK,small_airport
Lishui Airport (under construction),Lishui,LIJ,small_airport
Nanchang Yaohu Airport,Nanchang,YHJ,small_airport
Otog Banner Wulan Airport,Wulan,OTO,small_airport
Nantong Xingdong International Airport,Nantong (Tongzhou),NTG,medium_airport
Bearskin Lake Airport,Bearskin Lake,XBE,small_airport
Natuashish Airport,Natuashish,YNP,small_airport
White River Seaplane Base,White River,YWR,seaplane_base
Parry Sound Area Municipal Airport,Parry Sound,YPD,small_airport
Brockville - Thousand Islands Regional Tackaberry Airport,Brockville,XBR,small_airport
Kingfisher Lake Airport,Kingfisher Lake,KIF,small_airport
Ogoki Post Airport,Ogoki Post,YOG,small_airport
Virgilio Barco Vargas (La Chorrera) Airport,La Chorrera,LCR,small_airport
Las Cruces Airport,Sabana de Torres,SNT,small_airport
Tarapacá Airport,Tarapacá,TCD,small_airport
Bar River Airport,Echo Bay,YEB,small_airport
Cape Orford Airport,,CPI,small_airport
Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,Frying Pan Island,YSI,seaplane_base
Poplar Hill Airport,Poplar Hill,YHP,small_airport
Keewaywin Airport,Keewaywin,KEW,small_airport
Cóbano Airport,Cóbano,ACO,small_airport
Reef Hueston Helicopter Landing,Streatham,XVQ,heliport
Kirby Lake Airport,Kirby Lake,KFM,small_airport
Sable Island Landing Strip,Sable Island,YSA,small_airport
Lebel-sur-Quevillon Airport,Lebel-sur-Quévillon,YLS,small_airport
Snap Lake Airport,Snap Lake Mine,YNX,small_airport
La Sarre Airport,La Sarre,SSQ,small_airport
Chisasibi Airport,Chisasibi,YKU,small_airport
Tête-à-la-Baleine Airport,Tête-à-la-Baleine,ZTB,small_airport
Kégashka Airport,Côte-Nord-du-Golfe-du-Saint-Laurent,ZKG,small_airport
Chute-Des-Passes/Lac Margane Seaplane Base,Chutes-des-Passes,YWQ,seaplane_base
Carutapera Airport,Carutapera,CTP,small_airport
Donaldson Airport,Kattiniq,YAU,small_airport
La Romaine Airport,Le Golfe-du-Saint-Laurent,ZGS,small_airport
Fontanges Airport,Fontanges,YFG,small_airport
La Tabatière Airport,La Tabatière,ZLT,small_airport
Culion Airport,Culion,CUJ,small_airport
Hollister Municipal Airport,Hollister,HLI,small_airport
Cape Vogel Airport,,CVL,small_airport
Chitina Airport,Chitina,CXC,small_airport
Lefkoniko Airport / Geçitkale Air Base,Lefkoniko (Geçitkale),GEC,medium_airport
Arctic Bay Airport,Arctic Bay,YAB,small_airport
Cat Lake Airport,Cat Lake,YAC,small_airport
La Grande-3 Airport,La Grande-3,YAR,small_airport
Fort Frances Municipal Airport,Fort Frances,YAG,medium_airport
La Grande-4 Airport,La Grande-4,YAH,medium_airport
Alert Bay Airport,Alert Bay,YAL,small_airport
Sault Ste Marie Airport,Sault Ste Marie,YAM,medium_airport
Kasabonika Airport,Kasabonika,XKS,medium_airport
Kangirsuk Airport,Kangirsuk,YKG,small_airport
Attawapiskat Airport,Attawapiskat,YAT,small_airport
St. Anthony Airport,St. Anthony,YAY,medium_airport
Tofino / Long Beach Airport,Tofino,YAZ,medium_airport
Banff Airport,Banff,YBA,small_airport
Kugaaruk Airport,Kugaaruk,YBB,small_airport
Baie-Comeau Airport,Baie-Comeau,YBC,medium_airport
Bella Coola Airport,Bella Coola,QBC,medium_airport
Uranium City Airport,Uranium City,YBE,small_airport
Bonnyville Airport,Bonnyville,YBY,medium_airport
CFB Bagotville / Saguenay-Bagotville Airport,La Baie,YBG,medium_airport
Baker Lake Airport,Baker Lake,YBK,medium_airport
Campbell River Airport,Campbell River,YBL,medium_airport
Tadoule Lake Airport,Tadoule Lake,XTL,small_airport
Brandon Municipal Airport,Brandon,YBR,medium_airport
Brochet Airport,Brochet,YBT,small_airport
Berens River Airport,Berens River,YBV,small_airport
Lourdes-de-Blanc-Sablon Airport,Blanc-Sablon,YBX,medium_airport
Cartwright Airport,Cartwright,YRF,small_airport
Cambridge Bay Airport,Cambridge Bay,YCB,medium_airport
Cornwall Regional Airport,Cornwall,YCC,medium_airport
Nanaimo Airport,Nanaimo,YCD,medium_airport
Centralia / James T. Field Memorial Aerodrome,Huron Park,YCE,medium_airport
Castlegar/West Kootenay Regional Airport,Castlegar,YCG,medium_airport
Miramichi Airport,Miramichi,YCH,medium_airport
Chatham Kent Airport,Chatham-Kent,XCM,small_airport
Charlo Airport,Charlo,YCL,medium_airport
Cochrane Airport,Cochrane,YCN,medium_airport
Kugluktuk Airport,Kugluktuk,YCO,small_airport
Chetwynd Airport,Chetwynd,YCQ,medium_airport
Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,YCR,small_airport
Chesterfield Inlet Airport,Chesterfield Inlet,YCS,small_airport
Coronation Airport,Coronation,YCT,small_airport
Chilliwack Airport,Chilliwack,YCW,small_airport
Clyde River Airport,Clyde River,YCY,small_airport
Fairmont Hot Springs Airport,Fairmont Hot Springs,YCZ,small_airport
Dawson City Airport,Dawson City,YDA,medium_airport
Burwash Airport,Burwash Landing,YDB,medium_airport
Deer Lake Airport,Deer Lake,YDF,medium_airport
Dease Lake Airport,Dease Lake,YDL,small_airport
Ross River Airport,Ross River,XRR,medium_airport
Dauphin Barker Airport,Dauphin,YDN,medium_airport
Dolbeau-Saint-Felicien Airport,Dolbeau-Saint-Felicien,YDO,medium_airport
Nain Airport,Nain,YDP,small_airport
Dawson Creek Airport,Dawson Creek,YDQ,medium_airport
Edmonton International Airport,Edmonton,YEG,large_airport
Arviat Airport,Arviat,YEK,small_airport
Elliot Lake Municipal Airport,Elliot Lake,YEL,medium_airport
Manitoulin East Municipal Airport,Sheguiandah,YEM,medium_airport
Estevan Airport,Estevan,YEN,medium_airport
Fort Severn Airport,Fort Severn,YER,small_airport
Edson Airport,Edson,YET,medium_airport
Eureka Airport,Eureka,YEU,small_airport
Inuvik Mike Zubko Airport,Inuvik,YEV,medium_airport
Amos/Magny Airport,Amos,YEY,medium_airport
Fort Albany Airport,Fort Albany,YFA,small_airport
Iqaluit Airport,Iqaluit,YFB,medium_airport
Fredericton Airport,Fredericton,YFC,medium_airport
Forestville Airport,Forestville,YFE,medium_airport
Fort Hope Airport,Fort Hope,YFH,small_airport
Mont-Tremblant International Airport,La Macaza,YTM,medium_airport
Flin Flon Airport,Flin Flon,YFO,small_airport
Fort Resolution Airport,Fort Resolution,YFR,medium_airport
Fort Simpson Airport,Fort Simpson,YFS,medium_airport
Makkovik Airport,Makkovik,YMN,small_airport
Texada Gillies Bay Airport,Texada,YGB,small_airport
Fort Good Hope Airport,Fort Good Hope,YGH,small_airport
Kingston Norman Rogers Airport,Kingston,YGK,medium_airport
La Grande Rivière Airport,La Grande Rivière,YGL,medium_airport
Gimli Industrial Park Airport,Gimli,YGM,medium_airport
Gods Lake Narrows Airport,Gods Lake Narrows,YGO,small_airport
Michel-Pouliot Gaspé Airport,Gaspé,YGP,medium_airport
Geraldton Greenstone Regional Airport,Geraldton,YGQ,medium_airport
Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine,YGR,medium_airport
Igloolik Airport,Igloolik,YGT,small_airport
Havre-Saint-Pierre Airport,Havre-Saint-Pierre,YGV,medium_airport
Kuujjuarapik Airport,Kuujjuarapik,YGW,medium_airport
Gillam Airport,Gillam,YGX,small_airport
Grise Fiord Airport,Grise Fiord,YGZ,small_airport
Quaqtaq Airport,Quaqtaq,YQC,small_airport
Hudson Bay Airport,Hudson Bay,YHB,small_airport
Vancouver Harbour Water Aerodrome,Vancouver,CXH,seaplane_base
Dryden Regional Airport,Dryden,YHD,medium_airport
Hope Airport / FVRD Regional Airpark,Hope,YHE,small_airport
Hearst René Fontaine Municipal Airport,Hearst,YHF,medium_airport
Nemiscau Airport,Nemiscau,YNS,small_airport
Ulukhaktok Holman Airport,Ulukhaktok,YHI,small_airport
Gjoa Haven Airport,Gjoa Haven,YHK,small_airport
John C. Munro Hamilton International Airport,Hamilton,YHM,medium_airport
Hornepayne Municipal Airport,Hornepayne,YHN,medium_airport
Hopedale Airport,Hopedale,YHO,small_airport
Chevery Airport,Chevery,YHR,small_airport
Haines Junction Airport,Haines Junction,YHT,medium_airport
Montréal / Saint-Hubert Airport,Montréal,YHU,medium_airport
Hay River / Merlyn Carter Airport,Hay River,YHY,medium_airport
Halifax / Stanfield International Airport,Halifax,YHZ,large_airport
Atikokan Municipal Airport,Atikokan,YIB,medium_airport
Digby / Annapolis Regional Airport,Digby,YDG,medium_airport
St Augustin Airport,St-Augustin,YIF,medium_airport
Ivujivik Airport,Ivujivik,YIK,small_airport
Pond Inlet Airport,Pond Inlet,YIO,small_airport
Island Lake Airport,Island Lake,YIV,medium_airport
Jasper Airport,Jasper,YJA,small_airport
Fort Liard Airport,Fort Liard,YJF,medium_airport
St Jean Airport,St Jean,YJN,medium_airport
Dymond Airport,Stephenville,YJT,medium_airport
Kamloops John Moose Fulton Field Regional Airport,Kamloops,YKA,medium_airport
Collins Bay Airport,Collins Bay,YKC,small_airport
Aklavik/Freddie Carmichael Airport,Aklavik,LAK,small_airport
Region of Waterloo International Airport,Breslau,YKF,medium_airport
Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,YWB,small_airport
Key Lake Airport,Key Lake,YKJ,medium_airport
Schefferville Airport,Schefferville,YKL,medium_airport
Kincardine Municipal Airport,Kincardine,YKD,medium_airport
Akulivik Airport,Akulivik,AKV,small_airport
Waskaganish Airport,Waskaganish,YKQ,small_airport
Kirkland Lake Airport,Kirkland Lake,YKX,medium_airport
Kindersley Airport,Kindersley,YKY,medium_airport
Aupaluk Airport,Aupaluk,YPJ,small_airport
Lac La Biche Airport,Lac La Biche,YLB,small_airport
Kimmirut Airport,Kimmirut,YLC,small_airport
Chapleau Airport,Chapleau,YLD,medium_airport
Lansdowne House Airport,Lansdowne House,YLH,small_airport
Meadow Lake Airport,Meadow Lake,YLJ,medium_airport
Lutselk'e Airport,Lutselk'e,YSG,small_airport
Lloydminster Airport,Lloydminster,YLL,medium_airport
La Tuque Airport,La Tuque,YLQ,small_airport
Leaf Rapids Airport,Leaf Rapids,YLR,medium_airport
Barrie-Lake Simcoe Regional Airport,Barrie,YLK,medium_airport
Alert Airport,Alert,YLT,medium_airport
Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,XGR,small_airport
Kelowna International Airport,Kelowna,YLW,medium_airport
Chatham Seaplane Base,Chatham,CYM,seaplane_base
Mayo Airport,Mayo,YMA,medium_airport
Matane Airport,Matane,YME,medium_airport
Manitouwadge Airport,Manitouwadge,YMG,medium_airport
Mary's Harbour Airport,Mary's Harbour,YMH,small_airport
Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,YMJ,medium_airport
Charlevoix Airport,Charlevoix,YML,medium_airport
Fort McMurray Airport,Fort McMurray,YMM,medium_airport
Moosonee Airport,Moosonee,YMO,medium_airport
Chapais Airport,Chibougamau,YMT,medium_airport
Umiujaq Airport,Umiujaq,YUD,small_airport
Maniwaki Airport,Messines,YMW,small_airport
Montreal International (Mirabel) Airport,Montréal,YMX,medium_airport
Natashquan Airport,Natashquan,YNA,medium_airport
Wemindji Airport,Wemindji,YNC,small_airport
Ottawa / Gatineau Airport,Gatineau,YND,medium_airport
Norway House Airport,Norway House,YNE,small_airport
Hudson's Hope Airport,Hudson's Hope,YNH,small_airport
Langley Airport,Langley,YLY,medium_airport
Points North Landing Airport,Points North Landing,YNL,medium_airport
Matagami Airport,Matagami,YNM,medium_airport
Fort Mackay / Horizon Airport,Fort Mackay,HZP,small_airport
Ekati Airport,Ekati,YOA,medium_airport
Old Crow Airport,Old Crow,YOC,small_airport
CFB Cold Lake,Cold Lake,YOD,medium_airport
Oxford House Airport,Oxford House,YOH,small_airport
High Level Airport,High Level,YOJ,medium_airport
Oshawa Executive Airport,Oshawa,YOO,medium_airport
Rainbow Lake Airport,Rainbow Lake,YOP,medium_airport
Owen Sound / Billy Bishop Regional Airport,Owen Sound,YOS,medium_airport
Ottawa Macdonald-Cartier International Airport,Ottawa,YOW,large_airport
Prince Albert Glass Field,Prince Albert,YPA,medium_airport
Paulatuk (Nora Aliqatchialuk Ruben) Airport,Paulatuk,YPC,small_airport
Port Hawkesbury Airport,Port Hawkesbury,YPS,medium_airport
Peace River Airport,Peace River,YPE,medium_airport
Portage-la-Prairie / Southport Airport,Portage la Prairie,YPG,medium_airport
Inukjuak Airport,Inukjuak,YPH,small_airport
Pickle Lake Airport,Pickle Lake,YPL,medium_airport
Pikangikum Airport,Pikangikum,YPM,small_airport
Port-Menier Airport,Port-Menier,YPN,medium_airport
Peawanuck Airport,Peawanuck,YPO,small_airport
Peterborough Municipal Airport,Peterborough,YPQ,medium_airport
Prince Rupert Airport,Prince Rupert,YPR,medium_airport
Powell River Airport,Powell River,YPW,medium_airport
Puvirnituq Airport,Puvirnituq,YPX,medium_airport
Fort Chipewyan Airport,Fort Chipewyan,YPY,medium_airport
Burns Lake Airport,Burns Lake,YPZ,medium_airport
Muskoka Airport,Gravenhurst,YQA,medium_airport
Quebec Jean Lesage International Airport,Quebec,YQB,large_airport
The Pas Airport,The Pas,YQD,medium_airport
Red Deer Regional Airport,Springbrook,YQF,medium_airport
Windsor Airport,Windsor,YQG,medium_airport
Watson Lake Airport,Watson Lake,YQH,medium_airport
Yarmouth Airport,Yarmouth,YQI,medium_airport
Kenora Airport,Kenora,YQK,medium_airport
Lethbridge County Airport,Lethbridge,YQL,medium_airport
Greater Moncton Roméo LeBlanc International Airport,Moncton,YQM,medium_airport
Nakina Airport,Nakina,YQN,medium_airport
Comox Valley Airport / CFB Comox,Comox,YQQ,medium_airport
Regina International Airport,Regina,YQR,medium_airport
St Thomas Municipal Airport,St Thomas,YQS,medium_airport
Thunder Bay Airport,Thunder Bay,YQT,medium_airport
Grande Prairie Airport,Grande Prairie,YQU,medium_airport
Yorkton Municipal Airport,Yorkton,YQV,medium_airport
North Battleford Airport,North Battleford,YQW,medium_airport
Gander International Airport / CFB Gander,Gander,YQX,medium_airport
Sydney / J.A. Douglas McCurdy Airport,Sydney,YQY,medium_airport
Quesnel Airport,Quesnel,YQZ,medium_airport
Rae Lakes Airport,Gamètì,YRA,small_airport
Resolute Bay Airport,Resolute Bay,YRB,medium_airport
Rivière-du-Loup Airport,Rivière-du-Loup,YRI,medium_airport
Roberval Airport,Roberval,YRJ,medium_airport
Red Lake Airport,Red Lake,YRL,medium_airport
Rocky Mountain House Airport,Rocky Mountain House,YRM,small_airport
